estateName,road,facility,,,,
青水美居一期,估价对象所在小区北临华金大道二段；西临青怡巷；南临其他；东临其他。,周边有“逸舟花园”、“富源苑”等住宅楼盘，区域内有童乐幼儿园、大弯小学、大弯中学、大弯社区卫生服务中心、青白江区中医医院、大弯第二综合市场、安居市场、建设银行、交通银行、工商银行等公共及生活配套设施，区域内有q2路、q3路、q9路、q7路、q6路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
西班牙森林一期,估价对象所在小区东临道路；西临凤凰北大街；南临道路；北临道路。,周边有“水韵华府”、“香碧歌庄园”等住宅楼盘，估价对象区域内有成都七中实验学校、金苹果奥林匹克花园幼稚园、才儿坊幼儿园、 燃灯村医疗公共卫生服务站、凤凰市场、温江公平农贸市场、红旗超市等公共及生活配套设施，区域内有309路、319路、347路、818路等公交车经过，公共交通便捷度较好，道路通达度较好，居家生活舒适。,,,,
万科·金域缇香,估价对象所在小区东北临其他；西北临其他；西南临道路；东南临道路。,周边有“万科双水岸”、“江陵半岛”等住宅楼盘，区域内有彩虹全能幼儿园、东方剑桥双水岸双语幼儿园、新都区三河小学、新都县三河镇医院、三河公立卫生院、三河菜市场、红旗超市、佳家乐日用百货超市、舞东风超市、建设银行、农业银行等公共及生活配套设施基本齐全，区域内有658路、659路、X06路、660路、650路、653路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活方便。,,,,
香山和苑,估价对象所在小区东南临印鳌路；西南临其他；西北临其他；东北临其他。,周边有“怡家花园”、“映山岭秀”等住宅楼盘，区域内有爱英鳌山幼儿园、华氏慧凡幼稚园、简阳市解放九年义务教育学校、简阳市中医医院、永辉超市、百伦百货、工商银行、乐山市商业银行等公共及生活配套设施，区域内有简阳16路、简阳11路、简阳6路内环、简阳13路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
师大现代花园,估价对象所在小区东北临青台山路；东南临其他；西南临其他；西北临其他。,周边有“泰华锦城”、“ 保利·玫瑰花语”等住宅楼盘，区域内有四川师大龙城实验幼儿园、四川师大附属启夏幼儿园、四川师范大学成龙校区、龙泉爱康门诊部、青台山农贸市场、联合一百购物广场、红旗超市、中国银行等公共及生活配套设施，区域内有223路、871路、873路、874路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
万卷山,估价对象所在小区东北临青台山路；东南临成都汽车城大道；西南临其他；西北临其他。,周边有“玲珑郡”、“ 中海锦城”等住宅楼盘，区域内有意乐幼儿园、四川师大附属启夏幼儿园、四川师范大学成龙校区、龙泉爱康门诊部、青台山农贸市场、联合一百购物广场、红旗超市、中国银行等公共及生活配套设施，区域内有223路、871路、873路、874路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活较便利。,,,,
锦江花园城,估价对象所在小区东北临临江东路；西北临其他；西南临其他；东南临十二北街。,周边有“水晶座”、“都会风尚”等住宅楼盘，区域内有成都七中育才学校、成都市龙江路小学、成都市第七人民医院、四川省第四人民医院、家乐福、红旗超市、建设银行、农业银行、工商银行等公共及生活配套设施，区域内有35路、82路、1022路、1093路、1130路等公交车经过，距地铁3号线“新南门”站约450米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
檀香山,估价对象所在小区东北临二环路；西南临通道；西北临丽都公园；东南临道路。,周边有“中粮·香榭丽都”、“丽都花园”等住宅楼盘，区域内有蓓蕾幼儿园肖家河分园、成都西川中学、成都玉林中学附属小学、武侯区人民医院、肖家河社区卫生服务中心、广福桥社区卫生服务站、肖家河综合市场、舞东风超市、红旗超市、民生银行、招商银行、建设银行等公共及生活配套设施，区域内有二环快速公交K1、K2，11路、92路、100路、111路、139路、194路、211路等公交车经过，距离地铁三号线“红牌楼站”约1公里，公共交通便捷度和道路通达度较好，区域内居家生活便利。,,,,
金玉满堂,估价对象所在小区西北临西航港新街，西南临其他，东南临其他，东北临其他。,周边有“花红小区”、“上福佳苑”等住宅楼盘，区域内有黄晶双语幼稚园、双流区西航港第一小学、西航港街道第一初级中学、西航港社区卫生服务中心、成白路社区卫生站、花红社区卫生站、白家新市场、红旗超市、中国银行、成都市农村商业银行、中国邮政储蓄银行等公共及生活配套设施，区域内有544路、548路、813路、825a路、824路等公交车经过，公共交通便捷度较好，道路通达度较好，居家生活比较便利。,,,,
李家沱小区,估价对象所在小区东北临其他；东南临其他；西北临西航港新街，西南临其他，。,周边有“泰兴苑”、“金城商住楼”等住宅楼盘，区域内有成都市第十二幼儿园蓝光、启智阳光幼儿园、成都市李家沱实验小学、416医院、成实医院、马鞍北路农贸市场、吉祥超市、舞东风超市、中国工商银行、华夏银行等公共及生活配套设施，区域内有二环快速公交k1、k2，1020路、1121路、18路、53路、65路等公交车经过，距离地铁三号线“李家沱站”约500米，公共交通便捷度较好，道路通达度较好，居家生活比较便利。,,,,
蓝光·凯丽香江,估价对象所在小区东临其他；西临翠柳湾路；南临南三环路三段；北临翠柳湾支路。,周边有“天悦龙庭”、“东苑D区”等公寓楼盘，区域内有成都七中初中学校、加州阳光东苑幼儿园、和平幼儿园、成都市锦江区第七人民医院、和平社区卫生服务站、桂溪和平社区卫生站、和平综合农贸市场、益群农贸市场、民生银行、邮政银行、成都银行等公共及生活配套设施，区域内有137路、504路、161路、1055路、1070路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
佳兆业·君汇,估价对象所在小区东北临绿野路三段；西北临南湖大道；西南临美岸路三段；东南临其他。,周边有“南湖国际社区”、“天府美岸”等住宅楼盘，区域内有二江寺社区幼儿园、圣贝迪幼稚园、华阳一中、广福社区卫生站、二江寺村卫生站、摩尔新世纪、红旗超市、成都银行、中国建设银行、交通银行等公共及生活配套设施，区域内有843a、t106、829a路等公交车经过，公共交通便捷度和道路通达度较好，基本能够满足居家生活需求。,,,,
仁和﹒春天大道,估价对象所在小区东临滨河大道；北临其他小区；南临光华大道；西临凤凰北大街。,周边有“金河谷”、“万科朗润园”等住宅楼盘，区域内有金苹果奥林匹克花园幼稚园、成都七中实验学校、成都市德康医院、温江区人民医院、凤凰市场、伊藤洋华堂温江店、中国工商银行、中国民生银行、农村信用合作社等公共及生活配套设施齐全，区域内有309路、319路、347路、761路、771路等公交车经过，距4号线地铁“凤凰大道”站约900米，公共交通便捷度较好，道路通达度好，区域内居家生活便利。,,,,
包家巷99号院,估价对象所在小区东北临包家巷；东南临其他；西南临其他；西北临其他。,周边有“万达公寓、“少城佳苑”等住宅楼盘，区域内有成都市少城小学、成都市树德协进中学、四川电大、四川省第五人民医院、成都市妇幼保健院、家乐福、人人乐购物广场、建设银行、工商银行、中国银行等公共及生活配套设施，区域内有13路、81路、53路、340路、126路等公交车经过，距地铁2号线“通惠门”站沿路距离约500米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
中信城·左岸,估价对象所在小区东临其他；西临剑南大道；南临牧华路；北临美岸路。,"周边有“中信城·右岸”、“南湖国际”等住宅楼盘，区域内有涛穆中心幼儿园、石笋街小学、成都市天府新区华阳社区卫生服务中心等公共及生活配套设施，两公里范围内无购物中心及银行，区域内有543路、811路等公交车经过，公共交通便捷度一般，道路通达度较好,区域内基本能够满足居家生活要求。",,,,
爱琴海,估价对象所在小区东北临杨柳东路中段；西北临柳台大道东段；西南临南熏大道三段；东南临南浦路西段。,周边有“澄园逸景”、“逸然居”等住宅楼盘，区域内有迪恩捷双语幼儿园、温江二中、成都中医药大学、第五人民医院、南街社区卫生服务站、成都人民商场、苏宁易购、建设银行、交通银行、工商银行等公共及生活配套设施，区域内有309路、762路、763路、w12路、w25路、w34路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
怡湖玫瑰苑,估价对象所在小区东临其他；南临青江东路；西临青江北路；北临其他。,周边有“怡湖西苑”、“玉带小区”等住宅楼盘，区域内有凌云幼儿园、华严小学、青白江华美小学、青白江友爱医院、成都青白江同济医院、世纪华联超市、红旗超市、欧尚超市、工商银行、农业银行、成都银行等公共及生活配套设施；区域内有q1路、q2路、q8路、q23路、q3路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
美城云庭,估价对象所在小区东临剑南大道南段，西临其他，北临其他，南临其他，道路状况较好，交通流量较大。,周边有“欧香小镇”、“家益欣城”等住宅楼盘，区域内有珏珑幼儿园、骑龙村卫生站、伏龙社区过渡市场、舞东风超市、中国农业银行、中国建设银行、中国工商银行等公共及生活配套设施，区域内有124路、171a路、171b路、195路等公交车经过，公共交通便捷度一般，道路通达度好，区域内基本能够满足居家生活的需要。,,,,
金林·俊景,估价对象所在小区北临晋阳路；西临其他；南临其他；东临武阳大道一段。,周边有“丽景华庭二期”、“双景秀庭”等住宅楼盘，区域内有辛迪家幼儿园、凯星幼儿园国际园、龙祥路小学、成都康华医院、四川赫尔森康复医院、韵华综合市场、红旗超市、农业银行、包商银行、成都市农村商业银行等公共及生活配套设施，区域内有8路、21路、83路、243路、339路等公交车经过，公共交通便捷度较好，道路通达度好，区域内居家生活较便利。,,,,
明月锦苑,估价对象所在小区东临蓉都大道天回路；西临明苑桥巷；南临明月桥巷、天回下街；北临明苑桥巷。,周边有“天府江南·春晖坊”、“泸天化泸成小区”等住宅楼盘，区域内有澳洲阳光天府江南幼稚园、天回小学校、成都36中、成都军区总医院协作医院、金牛区中医医院、天海商业广场、红旗超市、中国邮政储蓄银行、成都市农村商业银行、兴业银行等公共及生活配套设施，区域内有9路、110路、254路、650路、650a路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
万科城市花园广场,估价对象所在小区西北临其他；西南临静安路；东南临花园街；东北临其他。,周边有“学府芳邻”、“万科大厦”等住宅楼盘，区域内有树基城花幼儿园、成都师范附属小学万科分校、四川师范大学医院、万科社区卫生服务站、万科城市花园广场、静远路农贸市场、观音桥菜市场、工商银行、农商银行等公共及生活配套设施，区域内有89路、56A路、138路、186路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活方便。,,,,
彩叠园1B期,估价对象所在小区东临林泉南街；西临其他；南临鹏程路；北临光华大道三段。,周边有香瑞湖花园 、建信奥林匹克花园、合能珍宝琥珀等住宅楼盘，区域内有成都七中实验学校、澳洲阳光幼稚园、金苹果奥林匹克花园幼稚园、温江区涌泉镇医院、红旗超市、凤凰市场、中国银行、招商银行等公共及生活配套设施，区域内有309a路、309路、319路、347路、780路等公交车经过，距地铁4号线涌泉站约793米，公共交通便捷度较好，道路通达度较好，区域内居家生活较便利。,,,,
阳光华庭,估价对象所在小区东临协和下街；西临其他；南临华阳大道一段；北临其他。,周边有“阳光花园”、“地源·吾舍”、“欣宇都市港湾”等住宅楼盘，区域内有大桥幼儿园、华阳小学、华阳第三中学、四川石油总医院、成都市天府新区华阳社区卫生服务中心、圣伦百货、华阳锦江市场、红旗超市、成都银行、邮政银行、交通银行等公共及生活配套设施，区域内有502路、515路、521路、541路、544路、545路、547路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
金地嘉年华城二期,估价对象所在小区西北临西三环路四段辅路；西南临新城市商业步行街；东南临其他；东北临其他。,周边有“蓝光﹒金悦金沙”、“西城丽舍”等住宅楼盘，区域内有优米幼儿园、成都市第六幼儿园、蜀汉外国语实验小学、成都西华医院、成都市第一人民医院辅导医院、家乐福、红旗超市、工商银行、邮储银行、大连银行等公共及生活配套设施，区域内有137路、227路、228路、338路等公交车经过，距地铁2号线“羊犀立交”站约680米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
九里小区,估价对象所在小区北临圃园南一路、其他，东临其他，南临巷道，西临沙湾东一路。,周边有“红星院”、“ 劲草苑”等住宅楼盘，区域内有金世纪双语幼儿园、成都市五幼全兴分园、成都五丁小学、中铁二局集团中心医院、四川大学华西青羊校区附属医院、和谐金牛广场、人人乐超市、红旗超市、九里提菜市、中国建设银行、成都银行等公共及生活配套设施，区域内有3路、75路、83路、93路、106路等公交车经过，距K1、K2快速公交400米左右，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
德意馨苑,估价对象所在小区西北临蜀辉路；西南临其他；东南临同悦路；东北临蜀汉路。,周边有“欧韵金沙”、“绿洲华苑”等住宅楼盘，区域内有育德幼儿园、蜀汉外国语实验小学、成都市泡桐树中学、成都西华医院、家乐福、苏宁易购、成都布克购书中心、中国工商银行、中国邮政储蓄银行等公共及生活配套设施，区域内有1019路、209路、1043路、30路、44路等公交车经过，距离2号线地铁“羊犀立交站”约350米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
海科智城,估价对象所在小区西北临科兴路东段；西南临其他；东南临其他；东北临前进路。,周边有“青泰家园”、“游家渡小区”等住宅楼盘，区域内有成都师范学院、温江区海科幼儿园、星星幼儿园、天府街道社区卫生服务中心、天府家园市场、红旗超市、农业银行、交通银行、农村商业银行等公共及生活配套设施，区域内有761路、w33路、w15路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
丽都新城,估价对象所在小区东北临丽都街；西北临其他；东南临中兴上街；西南临正东上街。,周边有“华阳正东街新村”、“双兴名邸四季春天”等住宅楼盘，区域内有成都市天府新区正西街幼儿园、天府新区华阳实验小学、华阳中学、四川石油总医院、天府新区人民医院、圣伦百货、摩尔新世纪、苏宁易购、红旗超市、邮政银行、中国银行、工商银行等公共及生活配套设施，区域内有503a路、505路、543路、t207路、t34路、t802路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
今日田园,估价对象所在小区北临子云东路；西临其他；南临巷道；东临巷道。,周边有“农科景苑”、“ 西蜀子云花都”等住宅楼盘，区域内有今日田园幼儿园、子云学校、农科村卫生站、迎凤村卫生站、友爱镇综合市场、红旗超市、工商银行、成都农村商业银行等公共及生活配套设施，区域内有716路、p02路、p05路、p10路、p36路等公交车经过，公共交通便捷度较好，道路通达度较好，区域内基本满足居家生活。,,,,
远大·林语城,估价对象所在小区东临星空路二段，南临航空路，西临城北上街，北临双楠大道三段。,周边有佳兆业·现代城、三和·爱汀府等住宅楼盘，区域内有棠湖中学实验学校、宝贝之家幼儿园、永福小学、双流县实验幼儿园、双流县东升镇葛栢村卫生站、普贤农贸市场、成都农村商业银行等公共及生活配套设施，区域内有368路、81路、双流6路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活比较便利。,,,,
水韵金沙,估价对象所在小区东北其他；西北临金园街；西南临道路；东南临金沙南街。,周边有“金鹤苑”、“毗河小区”等住宅楼盘，区域内有天之娇智能幼儿园、金沙小学、成都三中、成都七中育才学校金堂分校、金堂县中医医院、赵镇十里社区卫生服务站、永辉超市、金山综合市场、建设银行、民生银行、农业银行等公共及生活配套设施，区域内有602路、金堂10路、金堂11路、金堂8路、金堂2路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
桐梓林欧城,估价对象所在小区东临其他；西临桐梓林路；南临火车南站西路；北临桐梓林南路。,边有“新加坡花园”、“世纪锦园”等住宅楼盘，区域内有成都市第十一幼儿园、成都市高新区实验小学、成都市棕北中学、四川省中西医结合医院、四川省第二人民医院、红旗超市、中国农业银行、中国建设银行、包商银行等公共及生活配套设施；区域内有84路、121路、505路、816路等公交车经过，距地铁1号线“桐梓林”站约850米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
保利花园一期,估价对象所在小区东北临聚龙路；西北临其他；东南临万兴路；西南临聚贤街。,周边有“华宇.楠苑”、“万裕·金楠广场”、“中铁骑士公馆”等住宅楼盘，区域内有哈佛之星美式幼稚园、成都市百草园小学、成都市武顺街小学、成都现代医院、晋阳社区卫生服务中心、诺丁山农贸市场、大悦城购物中心、红旗超市、中国银行、民生银行、建设银行等公共及生活配套设施，区域内有151路、248路、848路、509路等公交车经过，公共交通便捷度较好，道路通达度好，区域内居家生活较便利。,,,,
世纪城天鹅湖花园,估价对象所在小区北临其他；西临其他；南临世纪城路；东临道路。,周边有“花里”、“成达佳园”等住宅楼盘，区域内有东森YoYo国际幼儿园、卡斯摩幼稚园、成都高新区益州小学、高新区中和社区卫生服务中心等教育医疗机构，有环球中心购物广场、乐天百货、中国工商银行、中国农业银行、兴业银行等公共及生活配套设施，区域内有84路、102路、115路、118路、171A路等公交车经过，距地铁1号线“世纪城”沿路距离约330米，公共交通便捷度和道路通达度较好。,,,,
滨江苑,估价对象所在小区东临其他；西临康宁街；南临滨江路一段；北临万安街。,周边有“绿岛花园”、“金桔花苑”等住宅楼盘，区域内有金堂县实验幼儿园、金堂县实验小学、成都广播电视大学金堂分校、金堂县中医医院、金堂仁爱医院、金堂万达广场、红旗超市、成都市农村商业银行、中国建设银行、中国工商银行等公共及生活配套设施，区域内有2路、5路、7路、8路、11路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
保利百合花园,估价对象所在小区北临盛邦街；西临富华北路；南临盛治街；东临荣华北路。,周边有“雅颂居”、“ 中海兰庭”等住宅楼盘，区域内有高新区双祥川音幼儿园、成都墨池书院小学、成都七中高新校区、四川大学华西医院康复医学基地、成都高新安德综合门诊部、红旗超市、百合一家、万宁超市、中国建设银行、中国农业银行等公共及生活配套设施，区域内有26路、40路、124路、131路、502路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
中铁·丽景书香,估价对象所在小区东北临学海路；西北临柳台大道东段；东南临海天路；西南临书海路。,周边有“学府阳光”、“海科名城”等住宅楼盘，区域内有成都中医药大学、西南财经大学、温江区启明幼儿园、温江蓉台医院、红旗超市、金强大学城商业广场、农业银行、工商银行等公共及生活配套设施，区域内有309路、771路、w13路、w27路等公交车经过，距地铁4号线“万盛”站约1公里，公共交通便捷度和道路通达度好，区域内居家生活较便利。,,,,
龙域都市兰亭,估价对象所在小区东北红阳路；西北临凤祥大道；西南临其他；东南临其他。,周边有“凯莱丽景”、“金色港湾”等住宅楼盘，区域内有蓝天艺术幼儿园、青白江外国语小学校、四川省成都市川化中学、红阳村卫生站、成都青白江同济医院、苏宁易购、红旗超市、交通银行、农业银行、建设银行等公共及生活配套设施，区域内有601路、q22路、q3路、q7路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
橙堡,估价对象所在小区西北临其他，东北临其他，西南临红牌楼路，东南临佳灵路。,周边有“长城社区西区”、“优地A区”等公寓楼盘，区域内有成都市第43中心、成都市太平小学、金蕾笛幼儿园、成都双楠医院、红牌楼社区卫生服务中心、成都现代医院、红牌楼广场、长城现代农贸市场、红星美凯龙、工商银行、成都银行、成都农商银行等公共及生活配套设施；区域内有1路、10路、57路、41路等公交车经过，距地铁3号线“红牌楼”站约250米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
半山卫城,估价对象所在小区东北临道路；西北临道路；南临其他；北临其他。,周边有“华新锦绣尚郡”、“ 华新锦绣尚郡山予峰”等住宅楼盘，区域内有黄水音美幼儿园、云华社区卫生站、板桥社区-卫生站、应天寺农贸市场、华亿连锁超市等公共及生活配套设施；区域内有s08路、s30路、811路等公交车经过，公共交通便捷度一般，道路通达度较好，居家生活舒适。,,,,
海峡新城,估价对象所在小区西北临柳台大道东段；西南临南熏大道三段；东北临其他；东南临南浦路西段。,"周边有“海科名城”、“鸿源星睿城”等住宅楼盘，区域内有迪恩捷双语幼儿园、温江区实验学校、温江二中、第五人民医院、温江海峡医院、柳岸农贸市场、红旗超市、成都银行、农业银行、工商银行等公共及生活配套设施，区域内有309路、w13路、w15路、w26路等公交车经过,距地铁4号线“杨柳河”站约870米，公共交通便捷度和道路通达度较好,区域内居家生活较便利。",,,,
远大·郎朗风景,估价对象所在小区西北临老成仁路；东北临道路；东南临道路；西南临通道。,周边有“远大都市风景”、“齐盛艺境”、“远大·优悠风景”等住宅楼盘，区域内红星左岸花都幼儿园、锦江小学、新华村卫生站、沃尔玛超市、红旗超市、工商银行、中国银行、成都银行等公共及生活配套设施，区域内有124路、195路、240a路、240b路、517路、t34路等公交车经过，距地铁1号线“天府五街”沿路距离约770米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
保利.公园198-B1区百合郡,估价对象所在小区北临银杏路；南临紫桐路；西临其他；东临其他。,周边有“保利公园”、“保利-郁金香谷”等住宅楼盘，区域内有金苹果保利森林幼稚园、翰林幼稚园、松柏小学、银杏园社区卫生服务站、启平诊所、红旗超市、海乐都购物广场、舞东风、中国建设银行、中国民生银行、兴业银行等公共及生活配套设施，区域内有60路、198路、655路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
长富院,估价对象所在小区北临长寿路；西临长寿苑北街；南临其他；东临科华南路。,周边有“君悦尚都”、“泛悦国际”等住宅楼盘，区域内有金色海蓉幼稚园、海蓓幼稚园、科华中路小学、四川省中西医结合医院、王府井百货、高攀农贸市场、成都市农村商业银行、工商银行、平安银行等公共及生活配套设施，区域内有35路、74路、139路、304路、1115路等公交车经过，距地铁1号线“桐梓林”站约860米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
府河名居,估价对象所在小区东临顺河街；西临其他；南临顺河街；北临其他。,周边有“世发名居”、“顺江苑”等住宅楼盘，区域内有成都市天府新区华阳幼儿园、成都市天府新区华阳小学、天府新区华阳实验小学、四川石油总医院、成都市天府新区人民医院、双流县第二医院、缤纷广场、红旗超市、中国邮政储蓄银行、成都市农村商业银行、交通银行等公共及生活配套设施，区域内有505路、543路、547路、t209路、t801路、路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
文星花园,估价对象所在小区东临其他；西临西航港大道；北临其他；南临川大路三段。,周边有“三和天骄年华”、“蜀星花园”等住宅楼盘，区域内有双流金明幼儿园、双流区西航港第二初级中学、四川大学江安校区、西航港社区卫生服务中心、双流普仁医院、光明社区卫生站、光明社区-农贸市场、华联超市、红旗超市、中国工商银行、成都市农村商业银行、中国农业银行等公共及生活配套设施，区域内有545路、817路、824路、832路、846路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活比较便利。,,,,
领馆国际城,估价对象所在小区东临应龙北一路；西临梓州大道；南临吉龙二街；北临吉龙一街。,周边有“黄金时代”、“嘉年华御府”等住宅楼盘，区域内有竹岛实验幼儿园、成都高新区行知小学、新华卫生站、小型购物超市、新华菜市、工商银行、建设银行等公共及生活配套设施；区域内有240a路、240b路、507路、510路等公交车经过，公共交通便捷度一般，道路通达度好，区域内基本能够满足居家生活要求。,,,,
金丰·翰林院,估价对象东临蜀南街，南临南福巷，西临其他，北临其他。,周边有“都市府邸”、“书香门第”等住宅楼盘，区域内有彩虹森林幼稚园、蜀南小学、崇庆中学、崇州蜀都医院、崇州市中医院、崇阳镇三和社区卫生站、永辉超市、崇州市东门菜市场、红旗超市、中国工商银行、成都市农村商业银行、中国银行等公共及生活配套设施，区域内有崇州101路、?崇州205路?、崇州207路、?崇州208路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
麓湖蓝花屿,估价对象所在小区北临道路；西临河道；南临河道；东临其他。,周边有“麓湖琉璃溪岸”、“ 麓湖生态城黑珍珠”等住宅楼盘，区域内有香山小学、沙河社区卫生服务站、红旗超市、鑫亿鑫连锁超市、民生银行、中国银行、工商银行等公共及生活配套设施，区域内有t1路公交车经过，公共交通便捷度一般，道路通达度一般，区域内居家生活较便利。,,,,
洲际银海湾,估价对象所在小区北临滨河大道；西临林泉北街；南临其他；东临凤凰北大街。,周边有“建信奥林匹克花园”、“香堤湾”等住宅楼盘，区域内有星海幼儿园、金苹果奥林匹克花园幼稚园、成都七中实验学校、燃灯村医疗公共卫生服务站、凤凰市场、红旗超市、工商银行、民生银行等公共及生活配套设施，区域内有309路、319路、347路、771路、904路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
巴伦西亚,估价对象所在小区东北临河道；西北临希望东路；西南临兴园3路；东南临其他。,周边有“龙王渡社区”、“ 新筑·巴伦西亚”等住宅楼盘，区域内有加州阳光新筑幼儿园、新津县中医院、红艳超市、龙王渡超市、中国工商银行等公共及生活配套设施，区域内有504a路、529路等公交车经过，公共交通便捷度和道路通达度较好。,,,,
美丽庭院,估价对象所在小区北临其他；西临武青北路；南临花龙大道；东临其他。,周边有“钧天苑”、“上道西城”等住宅楼盘，区域内有成都天乐幼儿园、新智慧树幼稚园、武侯区西蜀实验学校、武侯西南医院、机投综合市场、太平洋百货、红旗超市、建设银行、成都农商银行、工商银行等公共及生活配套设施，区域内有89路、123路、334路、509路、844路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
中医院宿舍,估价对象所在小区北临杨祠街，东临蜀州中路，南临其他，西临其他。,周边有“愿景春之雪”、“ 聚园”等住宅楼盘，区域内有启蒙幼儿园、正东街幼儿园、崇州市学府街小学、崇州崇仁医院、崇州市第二人民医院、永辉超市、红旗超市、马家碾标准化菜市场、中国银行、中国工商银行等公共及生活配套设施，区域内有西门乡村客运站、大小北街等公交车站，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
丽景苑,估价对象所在小区北临其他；西临其他；南临凤凰大道；东临其他。,周边有“南城花都”、“ 宇航·三洲盛景”等住宅楼盘，区域内有金贝贝幼儿园、南街小学、邛崃二中、邛崃市人民医院、同济医院、家乐福、国美电器、工商银行、中国银行、农建设等公共及生活配套设施，区域内有邛崃双流机场线巴士经过，公共交通便捷度一般，道路通达度一般，区域内居家生活较便利。,,,,
沙河阳光,估价对象所在小区东北临其他；西北临八里桥路、北星大道一段；东南临双瑞一路；西南临双荆路。,周边有“沙河凤凰城”、“双水康城”等住宅楼盘，区域内有绿舟双水幼儿园、成都市梧桐小学校、红花学校、成都市金牛区凤凰山社区卫生服务站、双水碾社区卫生服务中心、绿地红星国际广场、成都农村商业银行、攀枝花市商业银行、中国民生银行等公共及生活配套设施，区域内有25路、50路、157路、245路、1066路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
锦江逸家,估价对象所在小区东北临茶花街；西北临红豆树街；西南临牡丹街；东南临道路。,周边有“四海逸家·云庭”、“卓锦城”等住宅楼盘，区域内有成都市盐道街小学卓锦分校、锦江外国语小学、成都三中、成都锦江大观医院、国槐社区卫生服务站、喜树街农贸市场、海桐农贸市场、永辉超市、建设银行、成都农商银行、工商银行等公共及生活配套设施，区域内有137路、336路、504路、196路、230路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
名人苑,估价对象所在小区东北临芳草西二街，西北临芳沁街，西南临芳沁街，东南临其他。,周边有“瑞升花园”、“ 凉山洲小区”等住宅楼盘，区域内有光亚幼稚园、芳草小学、成都玉林中学芳草校区、成都市武侯区人民医院、普康医院、人人乐、红旗超市、芳草瑞升步行街、平安银行、恒丰银行等公共及生活配套设施，区域内有26路、79路、93路、211路、1006路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活便利。,,,,
红树湾,估价对象所在小区东北临府兴路；西北临道路；东南临中和大道二段；西南临其他。,周边有“三利宅院”、“领馆区1号”等住宅楼盘，区域内有爱维国际幼稚园、高新区中和小学、中和中学、中和社区卫生服务中心、中和商场、中和大市场、红旗超市、交通银行、工商银行、农商银行等公共及生活配套设施，区域内有124路、185路、188路、510路、517路、806路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
绿地世纪城,估价对象所在小区北临北三环路三段；西临道路；南临韦家碾一路；东临韦家碾四路。,周边有“双水康城”、“ 芙华·新大陆”等住宅楼盘，区域内有金草地幼儿园、双水小学、成都市泉水路小学、双水碾中学、凤双中西医门诊部、金牛顺和堂诊所、舞东风、红日超市、中国建设银行、中国民生银行、中国工商银行等公共及生活配套设施，区域内有50路、136路、246路、1066路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
